business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods
84196,The Bagel Bakery Cafe,151 Townsend St,San Francisco,CA,94107,,,,,84196_20180615,06/15/2018 12:00:00 AM,88,Routine - Unscheduled,84196_20180615_103150,Improper or defective plumbing,Low Risk,,,,,
81956,SF Noriega New Century Seafood,2427 noriega St,San Francisco,CA,94122,,,,14155566188,81956_20180926,09/26/2018 12:00:00 AM,,Complaint,81956_20180926_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,,,,,
77738,Park Plaza Fine Foods,111 Cambon Dr,San Francisco,CA,94132,,,,14155587075,77738_20170630,06/30/2017 12:00:00 AM,88,Routine - Unscheduled,77738_20170630_103157,Food safety certificate or food handler card not available,Low Risk,,,,,
87613,Tommy's Joynt,1101 Geary Blvd,San Francisco,CA,94109,,,,,87613_20190110,01-10-2019 00:00,83,Routine - Unscheduled,87613_20190110_103139,Improper food storage,Low Risk,,,,,
86152,Jamba Juice,74 New Montgomery St.,San Francisco,CA,94108,,,,14155205946,86152_20190515,05/15/2019 12:00:00 AM,83,Routine - Unscheduled,86152_20190515_103142,Unclean nonfood contact surfaces,Low Risk,,,,,
86645,Old Siam Thai Restaurant,201 Ellis St,San Francisco,CA,94102,,,,,86645_20180306,03-06-2018 00:00,79,Routine - Unscheduled,86645_20180306_103133,Foods not protected from contamination,Moderate Risk,,,,,
94269,Chanvi,1063 Market St,San Francisco,CA,94103,,,,,94269_20190314,03/14/2019 12:00:00 AM,65,Routine - Unscheduled,94269_20190314_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,
93951,KIPP San Francisco College Preparatory,1195 Hudson Ave,San Francisco,CA,94124,,,,,93951_20190905,09-05-2019 00:00,86,Routine - Unscheduled,93951_20190905_103103,High risk food holding temperature,High Risk,,,,,
65824,Sugarhill Kitchen,1449 LOMBARD St,San Francisco,CA,94123,37.801173,-122.425467,POINT (-122.425467 37.801173),14155292368,65824_20190430,04/30/2019 12:00:00 AM,85,Routine - Unscheduled,65824_20190430_103144,Unapproved or unmaintained equipment or utensils,Low Risk,15,15,4,6,13
85095,T-28 Bakery & Café,1753 Taraval St,San Francisco,CA,94116,,,,14155688200,85095_20170816,08/16/2017 12:00:00 AM,80,Routine - Unscheduled,85095_20170816_103103,High risk food holding temperature,High Risk,,,,,
65392,Cantata Coffee Shop,1708 Haight St,San Francisco,CA,94117,37.769616,-122.450366,POINT (-122.450366 37.769616),,65392_20180508,05-08-2018 00:00,94,Routine - Unscheduled,65392_20180508_103136,Unsanitary employee garments hair or nails,Low Risk,25,25,7,11,3
70547,Parlor 1255,1255 Battery St Ste. 700,San Francisco,CA,94111,,,,,70547_20171215,12/15/2017 12:00:00 AM,82,Routine - Unscheduled,70547_20171215_103132,Improper thawing methods,Moderate Risk,,,,,
86379,Scopo Divino,2800 California St  Unit 101,San Francisco,CA,94115,,,,14155697777,86379_20170517,05/17/2017 12:00:00 AM,92,Routine - Unscheduled,86379_20170517_103160,Inadequate HACCP plan record keeping,Low Risk,,,,,
71946,Heyday,180 Spear St,San Francisco,CA,94105,,,,,71946_20190319,03/19/2019 12:00:00 AM,89,Routine - Unscheduled,71946_20190319_103105,Improper cooling methods,High Risk,,,,,
74168,Barrel Head Brewhouse,1785 Fulton St,San Francisco,CA,94117,,,,14155303441,74168_20190626,06/26/2019 12:00:00 AM,84,Routine - Unscheduled,74168_20190626_103131,Moderate risk vermin infestation,Moderate Risk,,,,,
74229,Batter Up,428 11th St,San Francisco,CA,94103,,,,14155695605,74229_20170429,04/29/2017 12:00:00 AM,,Special Event,74229_20170429_103142,Unclean nonfood contact surfaces,Low Risk,,,,,
80233,Buffalo Kitchen,107 Leland Ave,San Francisco,CA,94134,,,,,80233_20170323,03/23/2017 12:00:00 AM,71,Routine - Unscheduled,80233_20170323_103102,Unclean hands or improper use of gloves,High Risk,,,,,
86282,Leo's Luxury Oyster Bar,568 Sacramento St,San Francisco,CA,94111,,,,,86282_20190319,03/19/2019 12:00:00 AM,80,Routine - Unscheduled,86282_20190319_103109,Unclean or unsanitary food contact surfaces,High Risk,,,,,
93573,The Snug,2301 Fillmore St,San Francisco,CA,94115,,,,,93573_20190226,02/26/2019 12:00:00 AM,90,Routine - Unscheduled,93573_20190226_103131,Moderate risk vermin infestation,Moderate Risk,,,,,
67446,Soma Chicken and Salad,101 Spear St #A24,San Francisco,CA,94105,37.792577,-122.393992,POINT (-122.393992 37.792577),,67446_20170331,03/31/2017 12:00:00 AM,79,Routine - Unscheduled,67446_20170331_103154,Unclean or degraded floors walls or ceilings,Low Risk,108,108,1,10,8
89798,Tang Collection,1033 Taraval St,San Francisco,CA,94116,,,,14155666888,89798_20171130,11/30/2017 12:00:00 AM,82,Routine - Unscheduled,89798_20171130_103133,Foods not protected from contamination,Moderate Risk,,,,,
86379,Scopo Divino,2800 California St  Unit 101,San Francisco,CA,94115,,,,14155697777,86379_20181126,11/26/2018 12:00:00 AM,94,Routine - Unscheduled,86379_20181126_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,
80643,Taqueria El Castillito,370 Golden Gate Ave,San Francisco,CA,,,,,14155419962,80643_20170215,02/15/2017 12:00:00 AM,87,Routine - Unscheduled,80643_20170215_103161,Low risk vermin infestation,Low Risk,,,,,
83953,Twin Peaks Pizza and Pasta,1681 Church St,San Francisco,CA,94131,,,,14155699200,83953_20180814,08/14/2018 12:00:00 AM,94,Routine - Unscheduled,83953_20180814_103129,Insufficient hot water or running water,Moderate Risk,,,,,
85824,Boss Supermarket,2551 Noriega St,San Francisco,CA,94122,,,,14155515390,85824_20171003,10-03-2017 00:00,82,Routine - Unscheduled,85824_20171003_103133,Foods not protected from contamination,Moderate Risk,,,,,
78528,Wetzel's Pretzels,865 Market St Ste. 9008,San Francisco,CA,94103,,,,,78528_20171208,12-08-2017 00:00,92,Routine - Unscheduled,78528_20171208_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,
75888,The Mayflower,1422 Ocean Ave,San Francisco,CA,94112,,,,14155586061,75888_20180815,08/15/2018 12:00:00 AM,,Reinspection/Followup,75888_20180815_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,
69181,Cha-Ya Restaurant,762 Valencia St,San Francisco,CA,94110,37.760777,-122.421505,POINT (-122.421505 37.760777),14155257825,69181_20190529,05/29/2019 12:00:00 AM,96,Routine - Unscheduled,69181_20190529_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,37,37,3,5,20
81187,Casa Mayah Restaurant,294 Turk St,San Francisco,CA,94102,,,,14155933500,81187_20170418,04/18/2017 12:00:00 AM,73,Routine - Unscheduled,81187_20170418_103131,Moderate risk vermin infestation,Moderate Risk,,,,,
88133,Four Fabulous Animals,124 Ellis St,San Francisco,CA,94102,,,,14155562510,88133_20190717,07/17/2019 12:00:00 AM,89,Routine - Unscheduled,88133_20190717_103120,Moderate risk food holding temperature,Moderate Risk,,,,,
69351,Sarku Japan,865 Market St Space#C08,San Francisco,CA,94103,37.784317,-122.407563,POINT (-122.407563 37.784317),,69351_20190123,01/23/2019 12:00:00 AM,86,Routine - Unscheduled,69351_20190123_103153,Inadequate dressing rooms or improper storage of personal items,Low Risk,32,32,5,10,34
83755,Heyday,555 Mission St,San Francisco,CA,94105,,,,,83755_20190416,04/16/2019 12:00:00 AM,80,Routine - Unscheduled,83755_20190416_103105,Improper cooling methods,High Risk,,,,,
84887,Silver Market Inc.,2501 San Bruno Ave,San Francisco,CA,94134,,,,,84887_20180430,04/30/2018 12:00:00 AM,76,Routine - Unscheduled,84887_20180430_103103,High risk food holding temperature,High Risk,,,,,
86180,"Tian Tian Market, Inc.",1117 Stockton St,San Francisco,CA,94133,,,,,86180_20161205,12-05-2016 00:00,84,Routine - Unscheduled,86180_20161205_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,
89900,Tout Sweet Patisserie,170 O'Farrell St,San Francisco,CA,,,,,14155659020,89900_20161206,12-06-2016 00:00,93,Routine - Unscheduled,89900_20161206_103112,No hot water or running water,High Risk,,,,,
66515,La Fusion,475 Pine St,San Francisco,CA,94104,37.791743,-122.403677,POINT (-122.403677 37.791743),,66515_20171025,10/25/2017 12:00:00 AM,90,Routine - Unscheduled,66515_20171025_103127,Noncompliance with HAACP plan or variance,Moderate Risk,108,108,6,3,8
76218,Tenderloin Market & Deli,200 Leavenworth,San Francisco,CA,94102,,,,,76218_20190124,01/24/2019 12:00:00 AM,60,Routine - Unscheduled,76218_20190124_103129,Insufficient hot water or running water,Moderate Risk,,,,,
67154,RIVERSIDE SEAFOOD RESTAURANT,1201 VICENTE St,San Francisco,CA,94116,37.739065,-122.479769,POINT (-122.479769 37.739065),,67154_20180712,07-12-2018 00:00,88,Routine - Unscheduled,67154_20180712_103133,Foods not protected from contamination,Moderate Risk,40,40,10,7,35
65014,The Old Clam House,299 BAYSHORE Blvd,San Francisco,CA,94124,37.743212,-122.405055,POINT (-122.405055 37.743212),,65014_20181102,11-02-2018 00:00,82,Routine - Unscheduled,65014_20181102_103154,Unclean or degraded floors walls or ceilings,Low Risk,85,85,2,2,1
79520,Huli Huli Hawaiian Grill,4100 03rd St,San Francisco,CA,94124,,,,,79520_20161012,10-12-2016 00:00,86,Routine - Unscheduled,79520_20161012_103148,No thermometers or uncalibrated thermometers,Low Risk,,,,,
74229,Batter Up,428 11th St,San Francisco,CA,94103,,,,14155695605,74229_20161015,10/15/2016 12:00:00 AM,82,Routine - Unscheduled,74229_20161015_103112,No hot water or running water,High Risk,,,,,
69792,Samiramis Imports,2990 MISSION St,San Francisco,CA,94110,37.74923,-122.418224,POINT (-122.418224 37.74923),14155826555,69792_20181016,10/16/2018 12:00:00 AM,84,Routine - Unscheduled,69792_20181016_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,53,53,3,2,20
80552,HANGOUT SPOT,2445 Noriega St,San Francisco,CA,94122,,,,14155295057,80552_20190626,06/26/2019 12:00:00 AM,83,Routine - Unscheduled,80552_20190626_103114,High risk vermin infestation,High Risk,,,,,
82339,New Gyro King,25 Grove St,San Francisco,CA,94102,,,,,82339_20170613,06/13/2017 12:00:00 AM,,Complaint,82339_20170613_103139,Improper food storage,Low Risk,,,,,
86868,Duc Loi's Pantry,"5900 3rd St, C2001",San Francisco,CA,94124,,,,,86868_20170118,01/18/2017 12:00:00 AM,90,Routine - Unscheduled,86868_20170118_103133,Foods not protected from contamination,Moderate Risk,,,,,
65111,Cafe Fiore,3599 24th St,San Francisco,CA,94110,37.751951,-122.422827,POINT (-122.422827 37.751951),,65111_20180306,03-06-2018 00:00,84,Routine - Unscheduled,65111_20180306_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,53,53,3,5,20
76784,Capital Restaurant,839 Clay,San Francisco,CA,,,,,,76784_20171129,11/29/2017 12:00:00 AM,75,Routine - Unscheduled,76784_20171129_103145,Improper storage of equipment utensils or linens,Low Risk,,,,,
79299,Focaccia Market Bakery,1198 Mission St,San Francisco,CA,94103,,,,,79299_20190528,05/28/2019 12:00:00 AM,85,Routine - Unscheduled,79299_20190528_103105,Improper cooling methods,High Risk,,,,,
94094,Street Meet,2380 San Bruno Ave,San Francisco,CA,94134,,,,,94094_20190207,02-07-2019 00:00,86,Routine - Unscheduled,94094_20190207_103132,Improper thawing methods,Moderate Risk,,,,,
90710,The Crepe Cafe,333 Jefferson St,San Francisco,CA,94133,,,,14155786777,90710_20181207,12-07-2018 00:00,85,Routine - Unscheduled,90710_20181207_103139,Improper food storage,Low Risk,,,,,
91067,Soma Sushi,764 Harrison St,San Francisco,CA,94107,,,,,91067_20171206,12-06-2017 00:00,94,Routine - Unscheduled,91067_20171206_103133,Foods not protected from contamination,Moderate Risk,,,,,
77564,New Cheung Hing Restaurant LLC.,2339 Noriega St,San Francisco,CA,94122,,,,14155815528,77564_20170718,07/18/2017 12:00:00 AM,,Complaint,77564_20170718_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,
85925,New Heng Fung Inc,2444 Noriega St,San Francisco,CA,94122,,,,14155740221,85925_20180925,09/25/2018 12:00:00 AM,,Complaint,85925_20180925_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,
87260,Senor Sisig,2277 Shafter Ave,San Francisco,CA,94124,,,,,87260_20190206,02-06-2019 00:00,94,Routine - Unscheduled,87260_20190206_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,
68018,Cafeto Coffee Shop,111 Richland Ave,San Francisco,CA,94110,37.736078,-122.424108,POINT (-122.424108 37.736078),,68018_20190411,04-11-2019 00:00,90,Routine - Unscheduled,68018_20190411_103136,Unsanitary employee garments hair or nails,Low Risk,61,61,9,2,2
88910,Illy Caffe SF_ 90 N Montgomery,90 New Montgomery St.,San Francisco,CA,94105,,,,,88910_20180124,01/24/2018 12:00:00 AM,96,Routine - Unscheduled,88910_20180124_103139,Improper food storage,Low Risk,,,,,
82217,Glen Park Market,2900 Diamond St,San Francisco,CA,94131,,,,14155584427,82217_20170914,09/14/2017 12:00:00 AM,,Reinspection/Followup,82217_20170914_103162,Other low risk violation,Low Risk,,,,,
88340,Joyful Kitchen,1919 Ocean Ave,San Francisco,CA,94127,,,,14155331919,88340_20190304,03-04-2019 00:00,84,Routine - Unscheduled,88340_20190304_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,
81317,El Buen Comer,3435 Mission St,San Francisco,CA,,,,,14155758652,81317_20190730,07/30/2019 12:00:00 AM,81,Routine - Unscheduled,81317_20190730_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,
67754,Joy Hing BBQ Noodles House,710 Kearny St,San Francisco,CA,94108,37.794597,-122.404777,POINT (-122.404777 37.794597),,67754_20161114,11/14/2016 12:00:00 AM,86,Routine - Unscheduled,67754_20161114_103142,Unclean nonfood contact surfaces,Low Risk,104,104,6,3,6
80137,Los Trinos Restaurant,5672 Mission St,San Francisco,CA,94112,,,,14155575645,80137_20170912,09-12-2017 00:00,80,Routine - Unscheduled,80137_20170912_103105,Improper cooling methods,High Risk,,,,,
80361,Tadu Ethiopian Kitchen,484 Ellis St,San Francisco,CA,,,,,14150284906,80361_20190529,05/29/2019 12:00:00 AM,92,Routine - Unscheduled,80361_20190529_103131,Moderate risk vermin infestation,Moderate Risk,,,,,
86645,Old Siam Thai Restaurant,201 Ellis St,San Francisco,CA,94102,,,,,86645_20170828,08/28/2017 12:00:00 AM,,Non-inspection site visit,86645_20170828_103103,High risk food holding temperature,High Risk,,,,,
69984,Schools of the Sacred Heart - San Francisco,2222 BROADWAY St,San Francisco,CA,94115,,,,,69984_20170824,08/24/2017 12:00:00 AM,89,Routine - Unscheduled,69984_20170824_103102,Unclean hands or improper use of gloves,High Risk,,,,,
68696,Xiao Long Bao,625 Clement St,San Francisco,CA,,37.783079,-122.466017,POINT (-122.466017 37.783079),14155663998,68696_20190808,08-08-2019 00:00,,Complaint,68696_20190808_103144,Unapproved or unmaintained equipment or utensils,Low Risk,5,5,8,4,11
71327,TableTop Tap House,175 04th St,San Francisco,CA,94103,,,,,71327_20190415,04/15/2019 12:00:00 AM,88,Routine - Unscheduled,71327_20190415_103131,Moderate risk vermin infestation,Moderate Risk,,,,,
93187,Jijime,5524 Geary Blvd,San Francisco,CA,94121,,,,14155225353,93187_20181207,12-07-2018 00:00,90,Routine - Unscheduled,93187_20181207_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,
79961,Taqueria El Farolito #10,358 Beach St,San Francisco,CA,94133,,,,,79961_20190910,09-10-2019 00:00,89,Routine - Unscheduled,79961_20190910_103131,Moderate risk vermin infestation,Moderate Risk,,,,,
90604,Taqueria Los Amigos,5300 Mission St.,San Francisco,CA,94112,,,,,90604_20170502,05-02-2017 00:00,,New Ownership,90604_20170502_103133,Foods not protected from contamination,Moderate Risk,,,,,
82176,Fort Mason Market and Deli,1701 Greenwich St,San Francisco,CA,94123,,,,,82176_20180105,01-05-2018 00:00,98,Routine - Unscheduled,82176_20180105_103157,Food safety certificate or food handler card not available,Low Risk,,,,,
77852,House of Thai 2,494 Haight St,San Francisco,CA,94117,,,,,77852_20181108,11-08-2018 00:00,81,Routine - Unscheduled,77852_20181108_103103,High risk food holding temperature,High Risk,,,,,
78996,Beeps Burgers,1051 Ocean Ave,San Francisco,CA,94112,,,,14155582650,78996_20180705,07-05-2018 00:00,98,Routine - Unscheduled,78996_20180705_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,
91619,Mo'z Cafe S.F. Inc,5 Masonic Ave,San Francisco,CA,94118,,,,,91619_20190410,04-10-2019 00:00,72,Routine - Unscheduled,91619_20190410_103156,Permit license or inspection report not posted,Low Risk,,,,,
90237,Win's Restaurant,3040 Taraval St,San Francisco,CA,94116,,,,14155866036,90237_20190827,08/27/2019 12:00:00 AM,83,Routine - Unscheduled,90237_20190827_103142,Unclean nonfood contact surfaces,Low Risk,,,,,
69066,Hayes Valley Bakeworks,550 Gough St,San Francisco,CA,,37.778299,-122.423187,POINT (-122.423187 37.778299),,69066_20170728,07/28/2017 12:00:00 AM,94,Routine - Unscheduled,69066_20170728_103144,Unapproved or unmaintained equipment or utensils,Low Risk,21,21,4,11,9
87425,Meraki,927 Post St,San Francisco,CA,94109,,,,,87425_20190426,04/26/2019 12:00:00 AM,90,Routine - Unscheduled,87425_20190426_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,
90939,Jiangnan Cuisine,3420 Balboa St,San Francisco,CA,94121,,,,14158439992,90939_20170407,04-07-2017 00:00,,New Ownership,90939_20170407_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,
80479,The Market On Market,1355 Market St,San Francisco,CA,94103,,,,,80479_20171115,11/15/2017 12:00:00 AM,82,Routine - Unscheduled,80479_20171115_103147,Inadequate ventilation or lighting,Low Risk,,,,,
70017,Co Nam,1653 Polk St,San Francisco,CA,94109,37.791963,-122.421033,POINT (-122.421033 37.791963),,70017_20161011,10-11-2016 00:00,78,Routine - Unscheduled,70017_20161011_103143,Inadequate warewashing facilities or equipment,Low Risk,105,105,4,3,21
90238,USA Power Market,1524 Ocean Ave,San Francisco,CA,94112,,,,14155331878,90238_20180326,03/26/2018 12:00:00 AM,71,Routine - Unscheduled,90238_20180326_103102,Unclean hands or improper use of gloves,High Risk,,,,,
79206,Pho Express,380 Bush St #4,San Francisco,CA,94104,,,,,79206_20190514,05/14/2019 12:00:00 AM,86,Routine - Unscheduled,79206_20190514_103133,Foods not protected from contamination,Moderate Risk,,,,,
71422,Golden Catering,835 Jamestown Ave,San Francisco,CA,94121,,,,14150374810,71422_20190215,02/15/2019 12:00:00 AM,90,Routine - Unscheduled,71422_20190215_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,,,,,
92592,Fleur De Sel,308 Kearny St,San Francisco,CA,94108,,,,,92592_20171221,12/21/2017 12:00:00 AM,66,Routine - Unscheduled,92592_20171221_103139,Improper food storage,Low Risk,,,,,
74524,Brass Tacks,488 A Hayes St,San Francisco,CA,94102,,,,,74524_20170110,01-10-2017 00:00,98,Routine - Unscheduled,74524_20170110_103145,Improper storage of equipment utensils or linens,Low Risk,,,,,
74763,Aquitaine LLC,175 Sutter St,San Francisco,CA,94104,,,,,74763_20190808,08-08-2019 00:00,85,Routine - Unscheduled,74763_20190808_103103,High risk food holding temperature,High Risk,,,,,
77058,Human Video Game LLC,550 15th St Unit 1,San Francisco,CA,94103,,,,,77058_20170809,08-09-2017 00:00,92,Routine - Unscheduled,77058_20170809_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,
76886,Tsing Tao #2,1117 Fillmore St,San Francisco,CA,94115,,,,,76886_20170425,04/25/2017 12:00:00 AM,72,Routine - Unscheduled,76886_20170425_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,
87511,King Lee's Chinese Restaurant,1426 Fillmore St,San Francisco,CA,94115,,,,14155332936,87511_20190515,05/15/2019 12:00:00 AM,65,Routine - Unscheduled,87511_20190515_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,
91849,Koja Kitchen SF,"845 Market St., Ste. FE 10",San Francisco,CA,94103,,,,,91849_20190529,05/29/2019 12:00:00 AM,76,Routine - Unscheduled,91849_20190529_103139,Improper food storage,Low Risk,,,,,
88721,Cholo Soy,2301 Mission St,San Francisco,CA,94110,,,,14155414316,88721_20180108,01-08-2018 00:00,92,Routine - Unscheduled,88721_20180108_103150,Improper or defective plumbing,Low Risk,,,,,
76245,Small Potatoes Catering & Events,525 07th St,San Francisco,CA,94103,,,,14155216744,76245_20190919,09/19/2019 12:00:00 AM,87,Routine - Unscheduled,76245_20190919_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,
74468,Francisca's,3047 Mission St,San Francisco,CA,94110,,,,14155371185,74468_20171212,12-12-2017 00:00,88,Routine - Unscheduled,74468_20171212_103139,Improper food storage,Low Risk,,,,,
68160,Gourmet Carousel,1559 FRANKLIN St,San Francisco,CA,94109,37.789073,-122.423784,POINT (-122.423784 37.789073),,68160_20181107,11-07-2018 00:00,70,Routine - Unscheduled,68160_20181107_103103,High risk food holding temperature,High Risk,100,100,4,6,39
87709,Substation,2828 Jones St,San Francisco,CA,94133,,,,,87709_20170711,07-11-2017 00:00,72,Routine - Unscheduled,87709_20170711_103113,Sewage or wastewater contamination,High Risk,,,,,
91428,Flore,2298 Market St,San Francisco,CA,94114,,,,,91428_20170516,05/16/2017 12:00:00 AM,86,Routine - Unscheduled,91428_20170516_103120,Moderate risk food holding temperature,Moderate Risk,,,,,
83423,Carbon Grill,852 Clement St,San Francisco,CA,94118,,,,14155759966,83423_20180612,06-12-2018 00:00,72,Routine - Unscheduled,83423_20180612_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,
81255,Stanford Court Hotel,905 California St,San Francisco,CA,94108,,,,,81255_20171227,12/27/2017 12:00:00 AM,96,Routine - Unscheduled,81255_20171227_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,
78207,Schroeder's,240 Front St,San Francisco,CA,94111,,,,,78207_20190206,02-06-2019 00:00,98,Routine - Unscheduled,78207_20190206_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,,,,,
81521,Cool Cravings Cafe & Deli,1635 Divisadero St,San Francisco,CA,94115,,,,14155774900,81521_20180621,06/21/2018 12:00:00 AM,87,Routine - Unscheduled,81521_20180621_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,
90945,"Gambinos Deli, Inc.",1 Embarcadrero Center,San Francisco,CA,94111,,,,,90945_20170626,06/26/2017 12:00:00 AM,,New Ownership,90945_20170626_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,
71909,Shanghai Dumpling King 2,696 Monterey Blvd,San Francisco,CA,94127,37.731568,-122.45097,POINT (-122.45097 37.731568),14155232380,71909_20161005,10-05-2016 00:00,86,Routine - Unscheduled,71909_20161005_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,95,95,9,8,41
74039,Boba Guys,3491 19th St,San Francisco,CA,94110,,,,14155962622,74039_20180605,06-05-2018 00:00,96,Routine - Unscheduled,74039_20180605_103152,Unclean unmaintained or improperly constructed toilet facilities,Low Risk,,,,,
78669,Chantal Guillon,1309 Howard St,San Francisco,CA,94103,,,,,78669_20180307,03-07-2018 00:00,98,Routine - Unscheduled,78669_20180307_103153,Inadequate dressing rooms or improper storage of personal items,Low Risk,,,,,
93489,Subway #51109,177 Townsend St Ste 200,San Francisco,CA,94107,,,,,93489_20180131,01/31/2018 12:00:00 AM,,New Ownership,93489_20180131_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,
80940,Goodfellas Pizzeria & Grill,377 Bay St Suite A,San Francisco,CA,94133,,,,14155391000,80940_20180212,02-12-2018 00:00,84,Routine - Unscheduled,80940_20180212_103131,Moderate risk vermin infestation,Moderate Risk,,,,,
91300,Zzan,643 Post St,San Francisco,CA,94109,,,,,91300_20190211,02-11-2019 00:00,65,Routine - Unscheduled,91300_20190211_103105,Improper cooling methods,High Risk,,,,,
86658,Clay Oven Indian Cuisine,1689 Church St,San Francisco,CA,94131,,,,14155822400,86658_20161026,10/26/2016 12:00:00 AM,,New Ownership,86658_20161026_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,
94013,GO GO 7,1201 Plymouth Ave,San Francisco,CA,94112,,,,,94013_20190606,06-06-2019 00:00,74,Routine - Unscheduled,94013_20190606_103133,Foods not protected from contamination,Moderate Risk,,,,,
67446,Soma Chicken and Salad,101 Spear St #A24,San Francisco,CA,94105,37.792577,-122.393992,POINT (-122.393992 37.792577),,67446_20190723,07/23/2019 12:00:00 AM,82,Routine - Unscheduled,67446_20190723_103103,High risk food holding temperature,High Risk,108,108,1,10,8
89590,Korean Bobcha,428 11 St,San Francisco,CA,94103,,,,14159241558,89590_20181214,12/14/2018 12:00:00 AM,91,Routine - Unscheduled,89590_20181214_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,,,,,
69762,Chili House Inc.,726 Clement St,San Francisco,CA,94118,,,,14155382658,69762_20171023,10/23/2017 12:00:00 AM,77,Routine - Unscheduled,69762_20171023_103131,Moderate risk vermin infestation,Moderate Risk,,,,,
86742,Blue Iguana,600 Monterey Blvd,San Francisco,CA,94127,,,,,86742_20190816,08/16/2019 12:00:00 AM,,Complaint,86742_20190816_103102,Unclean hands or improper use of gloves,High Risk,,,,,
70494,The Little Chihuahua Mexican Restaurant,581 VALENCIA St,San Francisco,CA,94110,37.763664,-122.421736,POINT (-122.421736 37.763664),14155207111,70494_20190605,06-05-2019 00:00,90,Routine - Unscheduled,70494_20190605_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,53,53,3,2,20
71962,ENO,320 Geary St,San Francisco,CA,94102,,,,14159306257,71962_20170303,03-03-2017 00:00,83,Routine - Unscheduled,71962_20170303_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,
69186,"Premier Catering & Events, Inc.",1255 22nd St,San Francisco,CA,94107,,,,14155530288,69186_20180221,02/21/2018 12:00:00 AM,81,Routine - Unscheduled,69186_20180221_103129,Insufficient hot water or running water,Moderate Risk,,,,,
81839,Vietnam House,642 Eddy St,San Francisco,CA,94109,,,,,81839_20170817,08/17/2017 12:00:00 AM,66,Routine - Unscheduled,81839_20170817_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,
89955,Let's Roll,1152 Irving St,San Francisco,CA,94122,,,,14155710009,89955_20190107,01-07-2019 00:00,,New Ownership,89955_20190107_103138,Improper storage use or identification of toxic substances,Low Risk,,,,,
78747,Palm House,2032 Union St,San Francisco,CA,94133,,,,,78747_20170630,06/30/2017 12:00:00 AM,80,Routine - Unscheduled,78747_20170630_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,
75613,Golden Ocean Quickly,1650 Holloway Ave,San Francisco,CA,94132,,,,14155727698,75613_20171128,11/28/2017 12:00:00 AM,88,Routine - Unscheduled,75613_20171128_103118,Employee eating or smoking,Moderate Risk,,,,,
86301,Cafe Murano,2301 Bryant St,San Francisco,CA,94110,,,,14155815501,86301_20170721,07/21/2017 12:00:00 AM,90,Routine - Unscheduled,86301_20170721_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,,,,,
82792,Eurest Dining Services @ Pinterest,651 Brannan St.,San Francisco,CA,94103,,,,,82792_20170627,06/27/2017 12:00:00 AM,94,Routine - Unscheduled,82792_20170627_103133,Foods not protected from contamination,Moderate Risk,,,,,
